Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.04     0.00        1     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.04     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.04     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.04     0.00        1     0.00     0.00  std::chrono::_V2::system_clock::to_time_t(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      0.04     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&)
  0.00      0.04     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.04     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      0.04     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1l> >::duration<long, void>(long const&)
  0.00      0.04     0.00        1     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      0.04     0.00        1     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.04     0.00        1     0.00     0.00  std::vector<btRigidBody*, std::allocator<btRigidBody*> >::vector()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 25.00% of 0.04 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     25.0    0.01    0.00                 gResolveSplitPenetrationImpulse_scalar_reference(btSolverBody&, btSolverBody&, btSolverConstraint const&) [1]
-----------------------------------------------
                                                 <spontaneous>
[2]     25.0    0.01    0.00                 btDbvtBroadphase::setAabb(btBroadphaseProxy*, btVector3 const&, btVector3 const&, btDispatcher*) [2]
-----------------------------------------------
                                                 <spontaneous>
[3]     25.0    0.01    0.00                 btHashedOverlappingPairCache::internalAddPair(btBroadphaseProxy*, btBroadphaseProxy*) [3]
-----------------------------------------------
                                                 <spontaneous>
[4]     25.0    0.01    0.00                 btSequentialImpulseConstraintSolver::getOrInitSolverBody(btCollisionObject&, float) [4]
-----------------------------------------------
                0.00    0.00   35331/453867      btMatrix3x3::transpose() const [40]
                0.00    0.00   69756/453867      btMatrix3x3::tdoty(btVector3 const&) const [23]
                0.00    0.00   69756/453867      btMatrix3x3::tdotz(btVector3 const&) const [24]
                0.00    0.00  279024/453867      btMatrix3x3::tdotx(btVector3 const&) const [22]
[14]     0.0    0.00    0.00  453867         btVector3::x() const [14]
-----------------------------------------------
                0.00    0.00   35331/453867      btMatrix3x3::transpose() const [40]
                0.00    0.00   69756/453867      btMatrix3x3::tdotx(btVector3 const&) const [22]
                0.00    0.00   69756/453867      btMatrix3x3::tdotz(btVector3 const&) const [24]
                0.00    0.00  279024/453867      btMatrix3x3::tdoty(btVector3 const&) const [23]
[15]     0.0    0.00    0.00  453867         btVector3::y() const [15]
-----------------------------------------------
                0.00    0.00   35331/453867      btMatrix3x3::transpose() const [40]
                0.00    0.00   69756/453867      btMatrix3x3::tdotx(btVector3 const&) const [22]
                0.00    0.00   69756/453867      btMatrix3x3::tdoty(btVector3 const&) const [23]
                0.00    0.00  279024/453867      btMatrix3x3::tdotz(btVector3 const&) const [24]
[16]     0.0    0.00    0.00  453867         btVector3::z() const [16]
-----------------------------------------------
                0.00    0.00   35331/314355      operator*(btMatrix3x3 const&, btVector3 const&) [43]
                0.00    0.00   69756/314355      btTransform::operator()(btVector3 const&) const [33]
                0.00    0.00  209268/314355      operator*(btMatrix3x3 const&, btMatrix3x3 const&) [36]
[17]     0.0    0.00    0.00  314355         btMatrix3x3::operator[](int) const [17]
-----------------------------------------------
                0.00    0.00   11929/259264      btTransform::btTransform() [39]
                0.00    0.00   35787/259264      btMatrix3x3::btMatrix3x3() [38]
                0.00    0.00  105090/259264      btMatrix3x3::btMatrix3x3(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [27]
                0.00    0.00  106458/259264      btMatrix3x3::btMatrix3x3(btMatrix3x3 const&) [25]
[18]     0.0    0.00    0.00  259264         btVector3::btVector3() [18]
-----------------------------------------------
                0.00    0.00     151/106608      btVector3::setZero() [79]
                0.00    0.00     151/106608      btSphereShape::btSphereShape(float) [76]
                0.00    0.00     304/106608      btTransform::setIdentity() [57]
                0.00    0.00  106002/106608      btMatrix3x3::setValue(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [26]
[19]     0.0    0.00    0.00  106608         btVector3::setValue(float const&, float const&, float const&) [19]
-----------------------------------------------
                0.00    0.00   35331/105087      operator*(btMatrix3x3 const&, btVector3 const&) [43]
                0.00    0.00   69756/105087      btVector3::dot3(btVector3 const&, btVector3 const&, btVector3 const&) const [35]
[20]     0.0    0.00    0.00  105087         btVector3::dot(btVector3 const&) const [20]
-----------------------------------------------
                0.00    0.00       1/70515       btTransform::getIdentity() [61]
                0.00    0.00       4/70515       init() [120]
                0.00    0.00     150/70515       main [12]
                0.00    0.00     302/70515       addSphere(float, float, float, float, float) [75]
                0.00    0.00   11777/70515       operator-(btVector3 const&) [44]
                0.00    0.00   11777/70515       operator*(btMatrix3x3 const&, btVector3 const&) [43]
                0.00    0.00   23252/70515       btVector3::dot3(btVector3 const&, btVector3 const&, btVector3 const&) const [35]
                0.00    0.00   23252/70515       operator+(btVector3 const&, btVector3 const&) [37]
[21]     0.0    0.00    0.00   70515         btVector3::btVector3(float const&, float const&, float const&) [21]
-----------------------------------------------
                0.00    0.00   69756/69756       operator*(btMatrix3x3 const&, btMatrix3x3 const&) [36]
[22]     0.0    0.00    0.00   69756         btMatrix3x3::tdotx(btVector3 const&) const [22]
                0.00    0.00  279024/453867      btVector3::x() const [14]
                0.00    0.00   69756/453867      btVector3::y() const [15]
                0.00    0.00   69756/453867      btVector3::z() const [16]
-----------------------------------------------
                0.00    0.00   69756/69756       operator*(btMatrix3x3 const&, btMatrix3x3 const&) [36]
[23]     0.0    0.00    0.00   69756         btMatrix3x3::tdoty(btVector3 const&) const [23]
                0.00    0.00  279024/453867      btVector3::y() const [15]
                0.00    0.00   69756/453867      btVector3::x() const [14]
                0.00    0.00   69756/453867      btVector3::z() const [16]
-----------------------------------------------
                0.00    0.00   69756/69756       operator*(btMatrix3x3 const&, btMatrix3x3 const&) [36]
[24]     0.0    0.00    0.00   69756         btMatrix3x3::tdotz(btVector3 const&) const [24]
                0.00    0.00  279024/453867      btVector3::z() const [16]
                0.00    0.00   69756/453867      btVector3::x() const [14]
                0.00    0.00   69756/453867      btVector3::y() const [15]
-----------------------------------------------
                0.00    0.00     456/35486       btTransform::btTransform(btTransform const&) [54]
                0.00    0.00   35030/35486       btTransform::btTransform(btMatrix3x3 const&, btVector3 const&) [28]
[25]     0.0    0.00    0.00   35486         btMatrix3x3::btMatrix3x3(btMatrix3x3 const&) [25]
                0.00    0.00  106458/259264      btVector3::btVector3() [18]
-----------------------------------------------
                0.00    0.00     304/35334       btMatrix3x3::setIdentity() [56]
                0.00    0.00   35030/35334       btMatrix3x3::btMatrix3x3(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [27]
[26]     0.0    0.00    0.00   35334         btMatrix3x3::setValue(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [26]
                0.00    0.00  106002/106608      btVector3::setValue(float const&, float const&, float const&) [19]
-----------------------------------------------
                0.00    0.00       1/35030       btMatrix3x3::getIdentity() [121]
                0.00    0.00   11777/35030       btMatrix3x3::transpose() const [40]
                0.00    0.00   23252/35030       operator*(btMatrix3x3 const&, btMatrix3x3 const&) [36]
[27]     0.0    0.00    0.00   35030         btMatrix3x3::btMatrix3x3(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [27]
                0.00    0.00  105090/259264      btVector3::btVector3() [18]
                0.00    0.00   35030/35334       btMatrix3x3::setValue(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [26]
-----------------------------------------------
                0.00    0.00       1/35030       btTransform::getIdentity() [61]
                0.00    0.00   11777/35030       btTransform::inverse() const [41]
                0.00    0.00   23252/35030       btTransform::operator*(btTransform const&) const [34]
[28]     0.0    0.00    0.00   35030         btTransform::btTransform(btMatrix3x3 const&, btVector3 const&) [28]
                0.00    0.00   35030/35486       btMatrix3x3::btMatrix3x3(btMatrix3x3 const&) [25]
-----------------------------------------------
                0.00    0.00   34875/34875       main [12]
[29]     0.0    0.00    0.00   34875         btTransform::getOrigin() [29]
-----------------------------------------------
                0.00    0.00   23402/23402       main [12]
[30]     0.0    0.00    0.00   23402         btRigidBody::getMotionState() [30]
-----------------------------------------------
                0.00    0.00   23252/23252       btTransform::operator=(btTransform const&) [32]
[31]     0.0    0.00    0.00   23252         btMatrix3x3::operator=(btMatrix3x3 const&) [31]
-----------------------------------------------
                0.00    0.00   11475/23252       btDefaultMotionState::setWorldTransform(btTransform const&) [52]
                0.00    0.00   11777/23252       btDefaultMotionState::getWorldTransform(btTransform&) const [42]
[32]     0.0    0.00    0.00   23252         btTransform::operator=(btTransform const&) [32]
                0.00    0.00   23252/23252       btMatrix3x3::operator=(btMatrix3x3 const&) [31]
-----------------------------------------------
                0.00    0.00   23252/23252       btTransform::operator*(btTransform const&) const [34]
[33]     0.0    0.00    0.00   23252         btTransform::operator()(btVector3 const&) const [33]
                0.00    0.00   69756/314355      btMatrix3x3::operator[](int) const [17]
                0.00    0.00   23252/23252       btVector3::dot3(btVector3 const&, btVector3 const&, btVector3 const&) const [35]
                0.00    0.00   23252/23252       operator+(btVector3 const&, btVector3 const&) [37]
-----------------------------------------------
                0.00    0.00   11475/23252       btDefaultMotionState::setWorldTransform(btTransform const&) [52]
                0.00    0.00   11777/23252       btDefaultMotionState::getWorldTransform(btTransform&) const [42]
[34]     0.0    0.00    0.00   23252         btTransform::operator*(btTransform const&) const [34]
                0.00    0.00   23252/23252       btTransform::operator()(btVector3 const&) const [33]
                0.00    0.00   23252/23252       operator*(btMatrix3x3 const&, btMatrix3x3 const&) [36]
                0.00    0.00   23252/35030       btTransform::btTransform(btMatrix3x3 const&, btVector3 const&) [28]
-----------------------------------------------
                0.00    0.00   23252/23252       btTransform::operator()(btVector3 const&) const [33]
[35]     0.0    0.00    0.00   23252         btVector3::dot3(btVector3 const&, btVector3 const&, btVector3 const&) const [35]
                0.00    0.00   69756/105087      btVector3::dot(btVector3 const&) const [20]
                0.00    0.00   23252/70515       btVector3::btVector3(float const&, float const&, float const&) [21]
-----------------------------------------------
                0.00    0.00   23252/23252       btTransform::operator*(btTransform const&) const [34]
